,id,athlete_id,name,distance,moving_time,elapsed_time,total_elevation_gain,type,achievement_count,kudos_count,average_speed,max_speed,average_cadence,average_watts,max_watts,weighted_average_watts,kilojoules,device_watts,has_heartrate,average_heartrate,max_heartrate,average_heartrate_sort,max_heartrate_sort,elev_high,elev_low,pr_count,suffer_score,date,date_sort,time,distance_f,moving_time_f,pace,start_lat,start_lng
74,10337621469,2.0,Lunch run,5015.8,1324,1324,48.3,Run,0,6,3.788,5.6,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,50.9,21.7,0,n/a,06/12/2023,738860,13:04:10,5.02km,00:22:04,04:24/km,51.01460468955338,-0.37892019376158714
75,10301526184,2.0,Afternoon run,5052.5,1481,1481,48.4,Run,0,4,3.412,5.024,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,50.9,21.7,0,n/a,29/11/2023,738853,15:47:17,5.05km,00:24:41,04:53/km,51.014638636261225,-0.37909990176558495
76,10268736296,2.0,Afternoon run,7252.6,1872,1872,24.8,Run,11,6,3.874,5.456,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.7,3.6,1,n/a,23/11/2023,738847,14:58:03,7.25km,00:31:12,04:18/km,51.45685871131718,-0.21437362767755985
77,10257186586,2.0,Afternoon run,5141.4,1340,1340,28.6,Run,6,5,3.837,6.64,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.8,4.2,5,n/a,21/11/2023,738845,14:59:05,5.14km,00:22:20,04:21/km,51.45693632774055,-0.21485189907252789
78,10234379140,2.0,Afternoon run,7012.7,1667,1667,34.2,Run,13,9,4.207,7.28,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.7,4.2,8,n/a,17/11/2023,738841,14:31:35,7.01km,00:27:47,03:58/km,51.45688788034022,-0.215011490508914
79,10222991694,2.0,Lunch run,5013.4,1226,1226,47.9,Run,1,4,4.089,6.67,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,50.9,21.7,0,n/a,15/11/2023,738839,13:53:26,5.01km,00:20:26,04:05/km,51.01451341062784,-0.37917123176157475
80,10210856452,2.0,Lunch run,7770.4,2041,2041,66.9,Run,1,4,3.807,7.04,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,54.8,27.6,0,n/a,13/11/2023,738837,12:22:28,7.77km,00:34:01,04:23/km,51.01459831930697,-0.37876781076192856
81,10197737880,2.0,Park run,5215.9,1245,1245,16.3,Run,35,13,4.189,7.882,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,28.4,21.2,18,n/a,11/11/2023,738835,09:02:59,5.22km,00:20:45,03:59/km,51.458325712010264,-0.15290695242583752
82,10170467643,2.0,Lunch run,10627.3,2691,2695,15.1,Run,23,6,3.949,11.504,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,26.5,4.0,17,n/a,06/11/2023,738830,13:05:57,10.63km,00:44:51,04:13/km,51.456880420446396,-0.2147664874792099
83,10159152251,2.0,Afternoon run,7505.7,2659,2809,25.6,Run,3,2,2.823,7.093,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.7,3.6,0,n/a,04/11/2023,738828,14:04:13,7.51km,00:44:19,05:54/km,51.456767935305834,-0.21507058292627335
84,10142657747,2.0,Afternoon run,4316.6,976,976,40.7,Run,6,7,4.423,7.148,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,50.9,21.7,5,n/a,01/11/2023,738825,14:32:25,4.32km,00:16:16,03:46/km,51.014694292098284,-0.37787044420838356
85,10132096143,2.0,Evening blast,10007.1,2394,2394,31.4,Run,17,11,4.18,6.25,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,26.5,4.0,9,n/a,30/10/2023,738823,18:25:59,10.01km,00:39:54,03:59/km,51.45682694390416,-0.21477604284882545
86,10119182950,2.0,Afternoon run,5871.6,2130,2162,13.6,Run,1,2,2.757,9.522,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,26.2,4.2,0,n/a,28/10/2023,738821,14:34:54,5.87km,00:35:30,06:03/km,51.456700125709176,-0.2142350748181343
87,10102568704,2.0,Afternoon Run,7674.6,1896,1899,66.4,Run,6,7,4.048,5.734,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,54.8,27.6,2,n/a,25/10/2023,738818,15:46:27,7.67km,00:31:36,04:07/km,51.014515003189445,-0.3787092212587595
88,10091024670,2.0,Evening run,7054.2,1829,1829,33.4,Run,12,4,3.857,5.972,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.1,4.2,1,n/a,23/10/2023,738816,17:11:50,7.05km,00:30:29,04:19/km,51.456913109868765,-0.21494166925549507
89,10072684194,2.0,Afternoon run,6172.5,1581,2389,39.0,Run,2,1,3.904,9.146,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,33.8,5.5,1,n/a,20/10/2023,738813,15:09:05,6.17km,00:26:21,04:16/km,51.45695401355624,-0.214935801923275
90,10049291154,2.0,Afternoon run,7211.4,2026,2031,36.8,Run,3,8,3.559,7.446,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.7,4.2,1,n/a,16/10/2023,738809,15:23:32,7.21km,00:33:46,04:41/km,51.456969352439046,-0.21489489823579788
91,10034979579,2.0,Park run,5168.3,1248,1248,0.0,Run,16,9,4.141,5.58,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,5.2,3.9,6,n/a,14/10/2023,738807,09:11:55,5.17km,00:20:48,04:01/km,51.4710783585906,-0.21837757900357246
92,10012252087,2.0,Lunch run,7653.9,2044,2044,67.2,Run,6,8,3.745,5.962,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,54.9,27.5,0,n/a,10/10/2023,738803,13:27:24,7.65km,00:34:04,04:27/km,51.01458960212767,-0.3784974105656147
93,10001424269,2.0,Evening jog,1527.4,364,364,13.1,Run,0,0,4.196,5.494,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.8,14.6,0,n/a,08/10/2023,738801,16:33:22,1.53km,00:06:04,03:58/km,51.4569044765085,-0.21483111195266247
94,9974424166,2.0,Tempo 2ks with Runna ✅,6812.3,1867,1870,24.2,Run,9,4,3.649,5.896,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,26.6,4.2,6,n/a,04/10/2023,738797,12:03:40,6.81km,00:31:07,04:34/km,51.456940937787294,-0.21474511362612247
95,9968250753,2.0,Lunch Ride,29604.3,3838,3901,255.0,Ride,62,6,7.713,15.76,68.2,146.8,787.0,176.0,563.4,1,0,n/a,n/a,0.0,0,57.6,9.0,29,n/a,03/10/2023,738796,12:27:05,29.60km,01:03:58,27.8km/h,51.45710547454655,-0.21461108699440956
96,9956578777,2.0,Lunch Ride,56704.5,8216,12177,445.0,Ride,0,6,6.902,14.122,65.2,109.1,356.0,123.0,896.1,1,0,n/a,n/a,0.0,0,194.6,32.6,0,n/a,01/10/2023,738794,11:28:00,56.70km,02:16:56,24.8km/h,51.4685985725373,-0.7835518755018711
97,9947137359,2.0,Park run,5086.8,1217,1217,5.6,Run,4,9,4.18,6.698,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,30.8,27.4,2,n/a,30/09/2023,738793,09:00:01,5.09km,00:20:17,03:59/km,51.566414376720786,-0.7790081296116114
98,9929643654,2.0,6km Easy Run with Runna ✅,6009.5,1938,1951,37.9,Run,6,3,3.101,4.302,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,46.8,9.6,0,n/a,27/09/2023,738790,11:17:04,6.01km,00:32:18,05:22/km,51.456860806792974,-0.21423029713332653
99,9917034222,2.0,12km Long Run with Runna ✅,12511.0,3388,3416,19.8,Run,9,9,3.693,6.755,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,26.6,4.2,3,n/a,25/09/2023,738788,12:13:39,12.51km,00:56:28,04:31/km,51.456879833713174,-0.21429559215903282
100,9900082242,2.0,Evening Ride,29236.1,3329,3414,259.0,Ride,270,5,8.782,15.238,78.0,200.7,613.0,215.0,668.2,1,0,n/a,n/a,0.0,0,56.6,3.8,203,n/a,22/09/2023,738785,18:08:08,29.24km,00:55:29,31.6km/h,51.45731250755489,-0.2145133540034294
101,9885657760,2.0,Shorter Intervals with Runna ✅,10004.3,3038,3044,78.8,Run,1,7,3.293,8.428,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,54.9,27.5,0,n/a,20/09/2023,738783,12:00:27,10.00km,00:50:38,05:04/km,51.01468775421381,-0.37900527007877827
102,9872644910,2.0,6km Easy Run with Runna ✅,6212.9,1897,1900,8.9,Run,10,4,3.275,8.254,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.4,3.7,3,n/a,18/09/2023,738781,11:36:55,6.21km,00:31:37,05:05/km,51.45691419951618,-0.2145959995687008
103,9847282705,2.0,10km Long Run with Runna ✅,10864.9,3919,4296,354.9,Run,0,9,2.772,5.124,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,348.3,69.2,0,n/a,14/09/2023,738777,14:07:38,10.86km,01:05:19,06:01/km,36.27135551534593,29.414507606998086
104,9828844269,2.0,Rolling 300s with Runna ✅,9008.7,2623,2651,86.5,Run,0,7,3.434,5.476,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,53.1,13.3,0,n/a,11/09/2023,738774,16:57:34,9.01km,00:43:43,04:51/km,51.45708586089313,-0.21459683775901794
105,9822775823,2.0,Afternoon run,6288.8,2277,2277,16.5,Run,0,4,2.762,4.73,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,26.6,4.2,0,n/a,10/09/2023,738773,16:04:31,6.29km,00:37:57,06:02/km,51.45683038048446,-0.21436390466988087
106,9815863010,2.0,Windsor loop,90508.4,12844,19328,301.0,Ride,441,8,7.047,13.978,61.6,105.9,472.0,114.0,1360.2,1,0,n/a,n/a,0.0,0,63.0,7.4,37,n/a,09/09/2023,738772,11:35:34,90.51km,03:34:04,25.4km/h,51.456988379359245,-0.21423624828457832
107,9808144761,2.0,Lunch Ride,31097.8,4031,6310,244.0,Ride,21,6,7.715,14.596,67.9,138.0,527.0,155.0,556.2,1,0,n/a,n/a,0.0,0,86.6,20.0,7,n/a,08/09/2023,738771,12:26:16,31.10km,01:07:11,27.8km/h,51.014728490263224,-0.3778969310224056
108,9803695160,2.0,Evening Ride,17386.9,1876,1876,129.0,Ride,13,6,9.268,16.776,83.1,225.5,677.0,227.0,423.0,1,0,n/a,n/a,0.0,0,58.8,14.8,10,n/a,07/09/2023,738770,18:44:27,17.39km,00:31:16,33.4km/h,51.014719773083925,-0.37811930291354656
109,9800185261,2.0,Morning run,5004.8,1263,1263,49.0,Run,0,7,3.963,7.008,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,50.9,21.6,0,n/a,07/09/2023,738770,08:44:32,5.00km,00:21:03,04:12/km,51.014656238257885,-0.37802173756062984
110,9790689662,2.0,Evening run,4172.2,1088,1806,29.7,Run,0,3,3.835,8.076,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,26.8,5.2,0,n/a,05/09/2023,738768,19:06:19,4.17km,00:18:08,04:21/km,51.45708845928311,-0.21457219496369362
111,9780591387,2.0,Lunch run,10002.6,2546,2548,16.7,Run,20,9,3.929,6.605,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.4,3.7,1,n/a,04/09/2023,738767,11:32:28,10.00km,00:42:26,04:15/km,51.45683431997895,-0.21462332457304
112,9774037772,2.0,Morning Ride,51630.1,6936,8031,166.0,Ride,747,7,7.444,12.238,65.9,125.0,767.0,150.0,867.1,1,0,n/a,n/a,0.0,0,38.2,2.0,277,n/a,03/09/2023,738766,09:03:31,51.63km,01:55:36,26.8km/h,51.45722407847643,-0.21440883167088032
113,9770199228,2.0,Afternoon Ride,29348.6,4080,4617,235.0,Ride,33,6,7.193,18.07,56.8,124.9,885.0,186.0,509.7,1,0,n/a,n/a,0.0,0,57.6,4.8,18,n/a,02/09/2023,738765,17:09:19,29.35km,01:08:00,25.9km/h,51.45719323307276,-0.21461980417370796
114,9760298542,2.0,Morning run,3497.6,951,987,21.6,Run,1,4,3.678,6.768,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.2,5.2,0,n/a,01/09/2023,738764,08:06:01,3.50km,00:15:51,04:32/km,51.45685317926109,-0.21460128016769886
115,9737637077,2.0,Afternoon Ride,36499.0,5163,11264,252.0,Ride,56,10,7.069,15.372,57.5,113.8,872.0,176.0,587.7,1,0,n/a,n/a,0.0,0,116.0,8.4,18,n/a,28/08/2023,738760,14:42:11,36.50km,01:26:03,25.4km/h,51.45703732967377,-0.214277571067214
116,9725052857,2.0,Afternoon run,5283.6,1403,1406,45.7,Run,0,4,3.766,5.962,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,47.8,3.8,0,n/a,26/08/2023,738758,16:50:32,5.28km,00:23:23,04:26/km,36.45835351198912,-5.046239895746112
117,9717748309,2.0,Marbella meander,7053.8,2323,2323,136.0,Run,0,10,3.036,5.162,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,94.6,4.9,0,n/a,25/08/2023,738757,13:49:03,7.05km,00:38:43,05:29/km,36.458389051258564,-5.046254396438599
118,9707332854,2.0,Evening run,5004.6,1196,1196,25.8,Run,1,6,4.184,6.266,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,46.8,9.6,0,n/a,23/08/2023,738755,19:18:32,5.00km,00:19:56,03:59/km,51.45709122531116,-0.21463371813297272
119,9700564796,2.0,Evening Ride,23844.7,2794,2959,169.0,Ride,314,5,8.534,17.094,70.8,176.7,535.0,207.0,493.7,1,0,n/a,n/a,0.0,0,62.0,11.2,153,n/a,22/08/2023,738754,18:47:53,23.84km,00:46:34,30.7km/h,51.457079742103815,-0.21426952444016933
120,9692706947,2.0,Evening jog,5088.2,1787,1790,49.2,Run,0,5,2.847,4.48,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,50.9,21.6,0,n/a,21/08/2023,738753,17:08:22,5.09km,00:29:47,05:51/km,51.0145259834826,-0.37894701585173607
121,9670801980,2.0,Morning run,5102.7,1601,1601,146.1,Run,0,10,3.187,5.804,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,134.2,3.1,0,n/a,18/08/2023,738750,10:16:32,5.10km,00:26:41,05:14/km,39.79673059657216,19.886453608050942
122,9627140232,2.0,Afternoon run,5234.9,1769,1902,27.5,Run,0,4,2.959,6.35,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.0,4.1,0,n/a,11/08/2023,738743,16:13:20,5.23km,00:29:29,05:38/km,51.456799702718854,-0.21435124799609184
123,9621280511,2.0,Afternoon Ride,29808.9,3469,3572,237.0,Ride,413,8,8.593,16.484,69.6,185.9,607.0,206.0,644.7,1,0,n/a,n/a,0.0,0,58.0,10.0,118,n/a,10/08/2023,738742,17:19:23,29.81km,00:57:49,30.9km/h,51.45738048478961,-0.21455048583447933
124,9604459666,2.0,Morning Ride,48881.0,6816,9852,573.0,Ride,18,13,7.172,15.605,58.2,126.2,751.0,167.0,860.4,1,0,n/a,n/a,0.0,0,198.2,17.8,5,n/a,08/08/2023,738740,06:07:38,48.88km,01:53:36,25.8km/h,51.01463561877608,-0.3779328055679798
125,9594785741,2.0,Afternoon Ride,31596.5,3945,6247,228.0,Ride,37,7,8.009,12.744,57.2,156.9,532.0,170.0,619.1,1,0,n/a,n/a,0.0,0,57.0,5.6,25,n/a,06/08/2023,738738,14:45:15,31.60km,01:05:45,28.8km/h,51.014655819162726,-0.37805660627782345
126,9569981532,2.0,Evening run,4413.4,1103,1103,40.8,Run,1,4,4.001,5.848,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,50.9,21.6,0,n/a,02/08/2023,738734,17:30:02,4.41km,00:18:23,04:10/km,51.01456110365689,-0.37879773415625095
127,9557577078,2.0,Evening Ride,29275.2,4139,4182,272.0,Ride,16,6,7.073,16.084,51.7,125.4,821.0,164.0,519.0,1,0,n/a,n/a,0.0,0,60.8,11.4,4,n/a,31/07/2023,738732,18:33:34,29.28km,01:08:59,25.5km/h,51.45694546401501,-0.21419400349259377
128,9525752668,2.0,Afternoon Ride,29887.3,3916,4191,248.0,Ride,23,7,7.632,14.62,56.9,151.5,489.0,166.0,593.4,1,0,n/a,n/a,0.0,0,60.2,12.2,13,n/a,26/07/2023,738727,15:16:34,29.89km,01:05:16,27.5km/h,51.457186779007316,-0.21430129185318947
129,9520295034,2.0,Evening run,5003.7,1226,1226,25.3,Run,2,7,4.081,7.876,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.8,4.2,0,n/a,25/07/2023,738726,18:53:53,5.00km,00:20:26,04:05/km,51.45713120698929,-0.21431026048958302
130,9506418926,2.0,Afternoon Ride,29184.5,3983,4249,272.0,Ride,157,5,7.327,16.526,60.1,146.2,624.0,179.0,582.2,1,0,n/a,n/a,0.0,0,62.2,12.0,19,n/a,23/07/2023,738724,13:30:57,29.18km,01:06:23,26.4km/h,51.45710228942335,-0.21423515863716602
131,9498060424,2.0,Parkrun,5162.3,1251,1251,0.0,Run,35,11,4.127,6.096,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,5.4,4.0,13,n/a,22/07/2023,738723,09:12:10,5.16km,00:20:51,04:02/km,51.47108196280897,-0.21840892732143402
132,9492323333,2.0,Morning Ride,51286.3,5778,9246,167.0,Ride,122,10,8.876,16.331,69.0,162.1,805.0,177.0,936.4,1,0,n/a,n/a,0.0,0,54.8,5.4,56,n/a,21/07/2023,738722,06:32:47,51.29km,01:36:18,32.0km/h,51.46182959899306,-0.2211516536772251
133,9444932692,2.0,Afternoon Ride,30417.3,3634,4020,225.0,Ride,452,7,8.37,17.18,67.4,167.2,651.0,193.0,607.6,1,0,n/a,n/a,0.0,0,60.2,11.8,201,n/a,13/07/2023,738714,17:29:17,30.42km,01:00:34,30.1km/h,51.457023080438375,-0.214611841365695
134,9426531458,2.0,Evening Ride,8531.5,1017,6696,52.0,Ride,27,1,8.389,13.34,69.5,243.1,718.0,233.0,247.2,1,0,n/a,n/a,0.0,0,35.0,4.8,19,n/a,10/07/2023,738711,19:06:01,8.53km,00:16:57,30.2km/h,51.457198513671756,-0.21443565376102924
135,9420283042,2.0,Afternoon Ride,33882.2,5387,7937,122.0,Ride,65,7,6.29,12.602,56.0,111.9,930.0,138.0,602.7,1,0,n/a,n/a,0.0,0,44.4,6.0,25,n/a,09/07/2023,738710,17:07:01,33.88km,01:29:47,22.6km/h,51.45725551061332,-0.21452483721077442
136,9411370936,2.0,Windsor loop,87101.0,11083,15158,309.0,Ride,210,9,7.859,13.876,62.4,138.1,801.0,156.0,1530.6,1,0,n/a,n/a,0.0,0,48.8,-46.8,46,n/a,08/07/2023,738709,08:59:36,87.10km,03:04:43,28.3km/h,51.45717973820865,-0.2140313107520342
137,9400963390,2.0,Evening run,6629.4,1737,1740,35.3,Run,17,5,3.817,6.157,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.7,4.1,6,n/a,06/07/2023,738707,18:27:31,6.63km,00:28:57,04:22/km,51.45714981481433,-0.21456733345985413
138,9399261585,2.0,Afternoon Run,2268.3,543,543,16.0,Run,0,2,4.177,6.328,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.7,11.7,0,n/a,06/07/2023,738707,14:02:09,2.27km,00:09:03,03:59/km,51.45721427164972,-0.21461586467921734
139,9381811997,2.0,Afternoon Ride,30018.8,3497,3724,240.0,Ride,550,8,8.584,16.714,70.9,190.6,724.0,214.0,666.5,1,0,n/a,n/a,0.0,0,56.0,4.6,314,n/a,03/07/2023,738704,17:32:50,30.02km,00:58:17,30.9km/h,51.45717479288578,-0.214481083676219
140,9378849565,2.0,Morning Ride,4210.0,586,586,30.0,Ride,1,2,7.184,9.87,70.4,204.9,709.0,210.0,120.1,1,0,n/a,n/a,0.0,0,27.6,5.6,1,n/a,03/07/2023,738704,08:39:30,4.21km,00:09:46,25.9km/h,51.47285599261522,-0.1873142458498478
141,9376831482,2.0,Evening Ride,3978.5,478,478,15.0,Ride,19,1,8.323,12.608,66.3,226.2,588.0,226.0,108.1,1,0,n/a,n/a,0.0,0,29.2,6.0,10,n/a,02/07/2023,738703,19:57:37,3.98km,00:07:58,30.0km/h,51.45713564939797,-0.21444168873131275
142,9352925318,2.0,Evening Ride,35636.4,4359,9064,279.0,Ride,635,9,8.175,16.546,67.3,172.4,696.0,184.0,751.4,1,0,n/a,n/a,0.0,0,56.2,6.6,188,n/a,28/06/2023,738699,19:07:03,35.64km,01:12:39,29.4km/h,51.45704520866275,-0.2142361644655466
143,9345880665,2.0,Evening Ride,19140.4,2570,2703,147.0,Ride,30,3,7.448,15.61,58.6,133.1,865.0,153.0,342.2,1,0,n/a,n/a,0.0,0,59.0,11.6,17,n/a,27/06/2023,738698,18:54:31,19.14km,00:42:50,26.8km/h,51.45703858695924,-0.21426726132631302
144,9339075743,2.0,Evening run,7045.2,1723,1728,36.6,Run,16,5,4.089,7.538,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.7,4.1,11,n/a,26/06/2023,738697,18:08:08,7.05km,00:28:43,04:05/km,51.45683088339865,-0.2143483143299818
145,9326130156,2.0,Morning Ride,68506.9,10077,23331,996.0,Ride,4,11,6.798,18.688,62.5,138.0,720.0,177.0,1390.5,1,0,n/a,n/a,0.0,0,163.8,2.6,0,n/a,24/06/2023,738695,09:30:36,68.51km,02:47:57,24.5km/h,51.6784406080842,-4.712614249438047
146,9313384147,2.0,Morning Ride,35754.2,5312,8989,527.0,Ride,0,7,6.731,17.688,58.2,127.9,760.0,188.0,679.2,1,0,n/a,n/a,0.0,0,102.2,1.0,0,n/a,22/06/2023,738693,10:54:15,35.75km,01:28:32,24.2km/h,51.67875769548118,-4.712904766201973
147,9296131930,2.0,Evening run,5006.2,1153,1153,30.2,Run,2,6,4.342,6.386,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,46.8,9.5,0,n/a,19/06/2023,738690,18:23:11,5.01km,00:19:13,03:50/km,51.457886416465044,-0.21832795813679695
148,9291411792,2.0,Evening run,3021.5,749,749,17.6,Run,11,3,4.034,7.844,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,26.8,4.5,5,n/a,18/06/2023,738689,20:40:37,3.02km,00:12:29,04:08/km,51.45689810626209,-0.21466020494699478
149,9275797839,2.0,Morning ride,31540.0,4468,5146,277.5,Ride,8,5,7.059,17.5,n/a,124.1,n/a,n/a,554.3,0,0,n/a,n/a,0.0,0,85.4,10.1,1,n/a,16/06/2023,738687,10:26:51,31.54km,01:14:28,25.4km/h,51.014681132510304,-0.377959543839097
150,9265780220,2.0,Evening run,6128.3,1719,1719,16.4,Run,7,4,3.565,6.2,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,26.6,4.1,0,n/a,14/06/2023,738685,18:33:33,6.13km,00:28:39,04:41/km,51.45700321532786,-0.21444990299642086
151,9258738498,2.0,Evening run,6377.7,1556,1572,16.5,Run,9,4,4.099,6.49,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,18.4,3.6,9,n/a,13/06/2023,738684,17:36:07,6.38km,00:25:56,04:04/km,51.46140094846487,-0.21998221054673195
152,9237877601,2.0,Morning Ride,54995.6,7294,9753,416.0,Ride,559,5,7.54,15.708,56.3,130.8,768.0,162.0,954.0,1,0,n/a,n/a,0.0,0,57.4,4.8,428,n/a,10/06/2023,738681,08:58:56,55.00km,02:01:34,27.1km/h,51.46275923587382,-0.2212866023182869
